"provnum","provname","address","city","state","zip","pnlty_date","pnlty_type","fine_amt","payden_strt_dt","payden_days","filedate"
"045289","LONOKE HEALTH AND REHAB CENTER, LLC","1501 LINCOLN STREET","LONOKE","AR","72086","2014-09-19","Fine","76116",,,"2015-12-01"
"045304","BEEBE RETIREMENT CENTER, INC.","709 MCAFEE LANE","BEEBE","AR","72012","2015-01-23","Fine","3000",,,"2015-12-01"
"045305","SOUTHERN TRACE REHABILITATION AND CARE CENTER","22515 I 30","BRYANT","AR","72022","2014-06-16","Fine","4550",,,"2015-12-01"
"045305","SOUTHERN TRACE REHABILITATION AND CARE CENTER","22515 I 30","BRYANT","AR","72022","2014-06-16","Fine","1950",,,"2015-12-01"
"045305","SOUTHERN TRACE REHABILITATION AND CARE CENTER","22515 I 30","BRYANT","AR","72022","2014-06-16","Payment Denial",,"2014-07-11","31","2015-12-01"
"045311","DAVIS EAST","6811 SOUTH HAZEL STREET","PINE BLUFF","AR","71603","2015-07-31","Fine","1950",,,"2015-12-01"
"045311","DAVIS EAST","6811 SOUTH HAZEL STREET","PINE BLUFF","AR","71603","2014-08-29","Fine","18395",,,"2015-12-01"
"045311","DAVIS EAST","6811 SOUTH HAZEL STREET","PINE BLUFF","AR","71603","2014-08-29","Payment Denial",,"2014-09-24","30","2015-12-01"
"045313","ST ANDREWS PLACE","3501 COLLEGE AVENUE","CONWAY","AR","72034","2013-11-22","Fine","82485",,,"2015-12-01"
"045313","ST ANDREWS PLACE","3501 COLLEGE AVENUE","CONWAY","AR","72034","2013-11-22","Payment Denial",,"2014-01-25","27","2015-12-01"
"045314","RED OAK HEALTHCARE AND REHAB, LLC","1010 BARNES STREET","LONOKE","AR","72086","2015-07-16","Payment Denial",,"2015-09-19","39","2015-12-01"
"045314","RED OAK HEALTHCARE AND REHAB, LLC","1010 BARNES STREET","LONOKE","AR","72086","2014-11-06","Fine","20826",,,"2015-12-01"
"045314","RED OAK HEALTHCARE AND REHAB, LLC","1010 BARNES STREET","LONOKE","AR","72086","2014-11-06","Payment Denial",,"2014-12-03","29","2015-12-01"
"045315","LAKESIDE NURSING CENTER","1207 WILLOW RUN ROAD","LAKE CITY","AR","72437","2015-04-02","Fine","975",,,"2015-12-01"
"045317","WOOD-LAWN HEIGHTS","2800 NEELEY ST","BATESVILLE","AR","72501","2014-08-15","Fine","44298",,,"2015-12-01"
"045326","CRAWFORD HEALTHCARE & REHABILITATION CENTER","2010 MAIN STREET","VAN BUREN","AR","72956","2014-05-02","Payment Denial",,"2014-05-30","5","2015-12-01"
"045326","CRAWFORD HEALTHCARE & REHABILITATION CENTER","2010 MAIN STREET","VAN BUREN","AR","72956","2013-06-06","Fine","13000",,,"2015-12-01"
"045332","ARLINGTON COVE HEALTHCARE, LLC","333 MELODY DRIVE","TRUMANN","AR","72472","2015-07-02","Fine","4500",,,"2015-12-01"
"045332","ARLINGTON COVE HEALTHCARE, LLC","333 MELODY DRIVE","TRUMANN","AR","72472","2015-07-02","Payment Denial",,"2015-07-29","3","2015-12-01"
"045337","HEATHER MANOR NURSING AND REHABILITATION CENTER","400 WEST 23RD STREET","HOPE","AR","71801","2013-11-06","Fine","17290",,,"2015-12-01"
"045339","ATKINS NURSING AND REHABILITATION CENTER","605 NORTHWEST 7TH STREET","ATKINS","AR","72823","2013-02-06","Fine","6500",,,"2015-12-01"
"045341","MEADOWVIEW HEALTHCARE AND REHAB","825 NORTH GASKILL","HUNTSVILLE","AR","72740","2013-07-26","Fine","93725",,,"2015-12-01"
"045341","MEADOWVIEW HEALTHCARE AND REHAB","825 NORTH GASKILL","HUNTSVILLE","AR","72740","2013-07-26","Payment Denial",,"2013-08-23","46","2015-12-01"
"045345","HIGHLANDS OF FORT SMITH THERAPY AND LIVING CENTER","5301 WHEELER AVENUE","FORT SMITH","AR","72901","2014-01-09","Fine","22100",,,"2015-12-01"
"045346","DIERKS HEALTH AND REHAB CENTER","402 S ARKANSAS AVENUE","DIERKS","AR","71833","2014-10-02","Fine","18851",,,"2015-12-01"
"045348","LONGMEADOW NURSING CENTER - CAMDEN","365 ALPHA STREET","CAMDEN","AR","71701","2015-03-12","Fine","17128",,,"2015-12-01"
"045348","LONGMEADOW NURSING CENTER - CAMDEN","365 ALPHA STREET","CAMDEN","AR","71701","2015-03-12","Payment Denial",,"2015-04-10","48","2015-12-01"
"045348","LONGMEADOW NURSING CENTER - CAMDEN","365 ALPHA STREET","CAMDEN","AR","71701","2014-12-31","Fine","5038",,,"2015-12-01"
"045348","LONGMEADOW NURSING CENTER - CAMDEN","365 ALPHA STREET","CAMDEN","AR","71701","2014-12-31","Payment Denial",,"2015-01-27","3","2015-12-01"
"045350","COURTYARD GARDENS HEALTH AND REHABILITATION, LLC","2701 TWIN RIVERS DRIVE","ARKADELPHIA","AR","71923","2014-02-13","Fine","38220",,,"2015-12-01"
"045350","COURTYARD GARDENS HEALTH AND REHABILITATION, LLC","2701 TWIN RIVERS DRIVE","ARKADELPHIA","AR","71923","2014-02-13","Payment Denial",,"2014-03-11","38","2015-12-01"
"045351","CARE MANOR NURSING AND REHAB","804 BURNETT DRIVE","MOUNTAIN HOME","AR","72653","2013-04-26","Fine","4000",,,"2015-12-01"
"045351","CARE MANOR NURSING AND REHAB","804 BURNETT DRIVE","MOUNTAIN HOME","AR","72653","2013-04-26","Payment Denial",,"2013-05-24","2","2015-12-01"
"045352","EAGLECREST NURSING AND REHAB","916 HIGHWAY 62/412","ASH FLAT","AR","72513","2013-02-07","Fine","1000",,,"2015-12-01"
"045352","EAGLECREST NURSING AND REHAB","916 HIGHWAY 62/412","ASH FLAT","AR","72513","2013-02-07","Fine","1000",,,"2015-12-01"
"045356","SILOAM SPRINGS NURSING AND REHABILITATION CENTER","811 WEST ELGIN STREET","SILOAM SPRINGS","AR","72761","2014-07-03","Fine","23400",,,"2015-12-01"
"045361","BENTONVILLE HEALTH AND REHABILITATION","224 SOUTH MAIN STREET","BENTONVILLE","AR","72712","2015-01-15","Fine","104489",,,"2015-12-01"
"045361","BENTONVILLE HEALTH AND REHABILITATION","224 SOUTH MAIN STREET","BENTONVILLE","AR","72712","2015-01-15","Payment Denial",,"2015-03-07","72","2015-12-01"
"045361","BENTONVILLE HEALTH AND REHABILITATION","224 SOUTH MAIN STREET","BENTONVILLE","AR","72712","2013-10-16","Fine","60000",,,"2015-12-01"
"045365","DEWITT NURSING HOME","1605 SOUTH MADISON ST","DE WITT","AR","72042","2013-08-09","Fine","49400",,,"2015-12-01"
"045365","DEWITT NURSING HOME","1605 SOUTH MADISON ST","DE WITT","AR","72042","2013-08-09","Payment Denial",,"2013-08-30","55","2015-12-01"
"045372","WHITE HALL HEALTH AND REHAB, LLC","9209 DOLLARWAY ROAD","WHITE HALL","AR","71602","2015-01-16","Fine","2600",,,"2015-12-01"
"045372","WHITE HALL HEALTH AND REHAB, LLC","9209 DOLLARWAY ROAD","WHITE HALL","AR","71602","2015-01-16","Payment Denial",,"2015-02-17","59","2015-12-01"
"045378","WOODLAND HILLS HEALTHCARE AND REHABILITATION OF JA","1320 WEST BRADEN STREET","JACKSONVILLE","AR","72076","2014-10-30","Fine","4875",,,"2015-12-01"
"045378","WOODLAND HILLS HEALTHCARE AND REHABILITATION OF JA","1320 WEST BRADEN STREET","JACKSONVILLE","AR","72076","2014-05-30","Fine","5000",,,"2015-12-01"
"045379","DAVIS LIFE CARE CENTER","6810 SOUTH HAZEL","PINE BLUFF","AR","71603","2015-07-24","Fine","18330",,,"2015-12-01"
"045379","DAVIS LIFE CARE CENTER","6810 SOUTH HAZEL","PINE BLUFF","AR","71603","2014-08-06","Fine","38510",,,"2015-12-01"
"045379","DAVIS LIFE CARE CENTER","6810 SOUTH HAZEL","PINE BLUFF","AR","71603","2014-08-06","Payment Denial",,"2014-09-04","43","2015-12-01"
"045379","DAVIS LIFE CARE CENTER","6810 SOUTH HAZEL","PINE BLUFF","AR","71603","2013-01-31","Fine","11214",,,"2015-12-01"
"045379","DAVIS LIFE CARE CENTER","6810 SOUTH HAZEL","PINE BLUFF","AR","71603","2013-01-31","Payment Denial",,"2013-04-12","35","2015-12-01"
"045381","GREENBRIER NURSING AND REHABILITATION CENTER","#16 WILSON FARM ROAD","GREENBRIER","AR","72058","2014-02-21","Fine","875",,,"2015-12-01"
"045381","GREENBRIER NURSING AND REHABILITATION CENTER","#16 WILSON FARM ROAD","GREENBRIER","AR","72058","2014-02-21","Fine","875",,,"2015-12-01"
"045382","LAUREL PLACE HEALTH & REHAB CENTER","1901 SOUTH LAUREL STREET","HOPE","AR","71801","2014-04-16","Fine","26000",,,"2015-12-01"
"045385","HIGHLANDS OF NORTH LITTLE ROCK THERAPY AND LIVING","2501 JOHN ASHLEY DRIVE","NORTH LITTLE ROCK","AR","72114","2015-02-26","Fine","48880",,,"2015-12-01"
"045386","OZARK NURSING HOME INC","600 NORTH 12TH ST","OZARK","AR","72949","2015-06-12","Fine","34158",,,"2015-12-01"
"045386","OZARK NURSING HOME INC","600 NORTH 12TH ST","OZARK","AR","72949","2015-06-12","Payment Denial",,"2015-07-10","47","2015-12-01"
"045386","OZARK NURSING HOME INC","600 NORTH 12TH ST","OZARK","AR","72949","2013-02-23","Fine","4550",,,"2015-12-01"
"045386","OZARK NURSING HOME INC","600 NORTH 12TH ST","OZARK","AR","72949","2013-02-23","Fine","1950",,,"2015-12-01"
"045386","OZARK NURSING HOME INC","600 NORTH 12TH ST","OZARK","AR","72949","2013-02-23","Payment Denial",,"2013-03-19","2","2015-12-01"
"045401","WHITE RIVER HEALTHCARE","1569 AR HIGHWAY 56","CALICO ROCK","AR","72519","2014-03-14","Payment Denial",,"2014-06-14","32","2015-12-01"
"045406","HIRAM SHADDOX GERIATRIC HEALTH AND REHAB","620 HOSPITAL DRIVE","MOUNTAIN HOME","AR","72653","2014-06-06","Fine","10140",,,"2015-12-01"
"045407","THE MAPLES AT HAR-BER MEADOWS","6456 LYNCH'S PRAIRIE COVE","SPRINGDALE","AR","72762","2012-12-07","Fine","4258",,,"2015-12-01"
"045410","LEGACY HEIGHTS NURSING AND REHAB, LLC","900 WEST 12TH ST","RUSSELLVILLE","AR","72801","2014-04-04","Fine","2275",,,"2015-12-01"
"045410","LEGACY HEIGHTS NURSING AND REHAB, LLC","900 WEST 12TH ST","RUSSELLVILLE","AR","72801","2014-04-04","Payment Denial",,"2014-05-02","28","2015-12-01"
"045410","LEGACY HEIGHTS NURSING AND REHAB, LLC","900 WEST 12TH ST","RUSSELLVILLE","AR","72801","2013-04-26","Fine","4550",,,"2015-12-01"
"045414","OZARK HEALTH NURSING AND REHAB  CENTER","2500 HIGHWAY 65 SOUTH","CLINTON","AR","72031","2014-08-01","Fine","11830",,,"2015-12-01"
"045416","TIMBERLANE HEALTH AND REHABILITATION","2002 TIMBERWOOD ROAD","EL DORADO","AR","71730","2014-01-31","Fine","6500",,,"2015-12-01"
"045417","ARKANSAS VETERANS HOME AT FAYETTEVILLE","1179 NORTH COLLEGE AVENUE","FAYETTEVILLE","AR","72703","2013-02-08","Fine","3900",,,"2015-12-01"
"045417","ARKANSAS VETERANS HOME AT FAYETTEVILLE","1179 NORTH COLLEGE AVENUE","FAYETTEVILLE","AR","72703","2013-02-08","Fine","650",,,"2015-12-01"
"045417","ARKANSAS VETERANS HOME AT FAYETTEVILLE","1179 NORTH COLLEGE AVENUE","FAYETTEVILLE","AR","72703","2013-02-08","Fine","14300",,,"2015-12-01"
"045417","ARKANSAS VETERANS HOME AT FAYETTEVILLE","1179 NORTH COLLEGE AVENUE","FAYETTEVILLE","AR","72703","2013-02-08","Payment Denial",,"2013-03-07","48","2015-12-01"
"045425","STONERIDGE NURSING & REHABILITATION  CENTER","4017 FRANKLIN","COLLEGE STATION","AR","72053","2013-06-05","Fine","55575",,,"2015-12-01"
"045425","STONERIDGE NURSING & REHABILITATION  CENTER","4017 FRANKLIN","COLLEGE STATION","AR","72053","2012-12-14","Fine","51870",,,"2015-12-01"
"045425","STONERIDGE NURSING & REHABILITATION  CENTER","4017 FRANKLIN","COLLEGE STATION","AR","72053","2012-12-14","Payment Denial",,"2013-01-17","40","2015-12-01"
"045430","CLA-CLIF NURSING AND REHAB CENTER, INC","1214 NORTH MAIN","BRINKLEY","AR","72021","2013-04-25","Fine","5850",,,"2015-12-01"
"045430","CLA-CLIF NURSING AND REHAB CENTER, INC","1214 NORTH MAIN","BRINKLEY","AR","72021","2013-04-25","Payment Denial",,"2013-05-23","2","2015-12-01"
"045431","VALLEY RANCH NURSING AND REHAB CENTER","6411 VALLEY RANCH DR","LITTLE ROCK","AR","72223","2014-05-29","Fine","113295",,,"2015-12-01"
"045431","VALLEY RANCH NURSING AND REHAB CENTER","6411 VALLEY RANCH DR","LITTLE ROCK","AR","72223","2013-03-22","Fine","16770",,,"2015-12-01"
"045431","VALLEY RANCH NURSING AND REHAB CENTER","6411 VALLEY RANCH DR","LITTLE ROCK","AR","72223","2013-03-22","Payment Denial",,"2013-04-19","5","2015-12-01"
"045432","SANDALWOOD HEALTHCARE, LLC","2600 JOHN BARROW ROAD","LITTLE ROCK","AR","72204","2015-05-29","Payment Denial",,"2015-08-12","30","2015-12-01"
"045432","SANDALWOOD HEALTHCARE, LLC","2600 JOHN BARROW ROAD","LITTLE ROCK","AR","72204","2015-01-29","Fine","29900",,,"2015-12-01"
"045432","SANDALWOOD HEALTHCARE, LLC","2600 JOHN BARROW ROAD","LITTLE ROCK","AR","72204","2015-01-29","Payment Denial",,"2015-02-27","48","2015-12-01"
"045432","SANDALWOOD HEALTHCARE, LLC","2600 JOHN BARROW ROAD","LITTLE ROCK","AR","72204","2014-03-12","Fine","58013",,,"2015-12-01"
"045432","SANDALWOOD HEALTHCARE, LLC","2600 JOHN BARROW ROAD","LITTLE ROCK","AR","72204","2014-03-12","Payment Denial",,"2014-04-10","78","2015-12-01"
"045433","CORNING THERAPY AND LIVING CENTER","831 NORTH MISSOURI","CORNING","AR","72422","2013-02-15","Fine","2600",,,"2015-12-01"
"045433","CORNING THERAPY AND LIVING CENTER","831 NORTH MISSOURI","CORNING","AR","72422","2013-02-15","Fine","1950",,,"2015-12-01"
"045433","CORNING THERAPY AND LIVING CENTER","831 NORTH MISSOURI","CORNING","AR","72422","2013-02-15","Payment Denial",,"2013-03-14","2","2015-12-01"
"045435","JAMESTOWN NURSING AND REHAB, LLC","2001 HAMPTON PLACE","ROGERS","AR","72758","2014-04-17","Fine","43258",,,"2015-12-01"
"045435","JAMESTOWN NURSING AND REHAB, LLC","2001 HAMPTON PLACE","ROGERS","AR","72758","2013-11-01","Fine","2000",,,"2015-12-01"
"045435","JAMESTOWN NURSING AND REHAB, LLC","2001 HAMPTON PLACE","ROGERS","AR","72758","2013-02-15","Fine","4518",,,"2015-12-01"
"045436","PRESBYTERIAN VILLAGE, INC","500 BROOKSIDE DRIVE","LITTLE ROCK","AR","72205","2014-06-27","Fine","18200",,,"2015-12-01"
"045442","CAVALIER HEALTHCARE OF ENGLAND","400 STUTTGART HIGHWAY","ENGLAND","AR","72046","2013-09-26","Fine","9366",,,"2015-12-01"
"045442","CAVALIER HEALTHCARE OF ENGLAND","400 STUTTGART HIGHWAY","ENGLAND","AR","72046","2013-09-26","Payment Denial",,"2013-10-19","6","2015-12-01"
"045447","GREENHURST NURSING CENTER","226 SKYLER DRIVE","CHARLESTON","AR","72933","2014-08-08","Fine","3250",,,"2015-12-01"
"045447","GREENHURST NURSING CENTER","226 SKYLER DRIVE","CHARLESTON","AR","72933","2014-08-08","Fine","1300",,,"2015-12-01"
"045448","DEERVIEW, LLC","502 WEST PENNINGTON","OLA","AR","72853","2015-03-13","Fine","14040",,,"2015-12-01"
"045448","DEERVIEW, LLC","502 WEST PENNINGTON","OLA","AR","72853","2014-05-14","Fine","780",,,"2015-12-01"
"045448","DEERVIEW, LLC","502 WEST PENNINGTON","OLA","AR","72853","2014-05-14","Fine","802",,,"2015-12-01"
"045450","HIGHLANDS OF LITTLE ROCK AT MIDTOWN THERAPY AND LI","5720 WEST MARKHAM STREET","LITTLE ROCK","AR","72205","2014-11-13","Fine","42998",,,"2015-12-01"
"045450","HIGHLANDS OF LITTLE ROCK AT MIDTOWN THERAPY AND LI","5720 WEST MARKHAM STREET","LITTLE ROCK","AR","72205","2014-11-13","Payment Denial",,"2015-01-21","44","2015-12-01"
"045450","HIGHLANDS OF LITTLE ROCK AT MIDTOWN THERAPY AND LI","5720 WEST MARKHAM STREET","LITTLE ROCK","AR","72205","2014-03-20","Fine","34580",,,"2015-12-01"
"045450","HIGHLANDS OF LITTLE ROCK AT MIDTOWN THERAPY AND LI","5720 WEST MARKHAM STREET","LITTLE ROCK","AR","72205","2014-03-20","Payment Denial",,"2014-04-05","28","2015-12-01"
"045452","LAWRENCE HALL NURSING CENTER","1051 WEST FREE STREET","WALNUT RIDGE","AR","72476","2015-02-27","Payment Denial",,"2015-03-25","54","2015-12-01"
"045457","STAGECOACH NURSING AND REHABILITATION CENTER","6907 HIGHWAY 5 NORTH","BRYANT","AR","72022","2015-07-15","Fine","67535",,,"2015-12-01"
"045457","STAGECOACH NURSING AND REHABILITATION CENTER","6907 HIGHWAY 5 NORTH","BRYANT","AR","72022","2015-07-15","Payment Denial",,"2015-08-05","77","2015-12-01"
"055045","RIVIERA HEALTHCARE CENTER","8203 TELEGRAPH RD","PICO RIVERA","CA","90660","2014-12-17","Fine","203385",,,"2015-12-01"
"055045","RIVIERA HEALTHCARE CENTER","8203 TELEGRAPH RD","PICO RIVERA","CA","90660","2014-12-17","Payment Denial",,"2015-03-17","53","2015-12-01"
"055067","PALOMAR VISTA HEALTHCARE CENTER","201 N FIG STREET","ESCONDIDO","CA","92025","2015-05-19","Fine","19400",,,"2015-12-01"
"055076","SPRING VALLEY POST ACUTE LLC","14973 HESPERIA ROAD","VICTORVILLE","CA","92392","2012-12-14","Fine","20300",,,"2015-12-01"
"055092","YUBA CITY CARE CENTER","1220 PLUMAS STREET","YUBA CITY","CA","95991","2014-11-13","Payment Denial",,"2015-02-13","40","2015-12-01"
"055141","RAMONA NURSING & REHABILITATION CENTER","11900 RAMONA BOULEVARD","EL MONTE","CA","91732","2014-08-22","Payment Denial",,"2014-11-22","85","2015-12-01"
"055141","RAMONA NURSING & REHABILITATION CENTER","11900 RAMONA BOULEVARD","EL MONTE","CA","91732","2014-07-31","Fine","3000",,,"2015-12-01"
"055153","MONTEBELLO CARE CENTER","1035 W BEVERLY BLVD","MONTEBELLO","CA","90640","2014-08-08","Fine","19338",,,"2015-12-01"
"055167","VERNON HEALTHCARE CENTER","1037 W. VERNON AVENUE","LOS ANGELES","CA","90037","2014-05-25","Payment Denial",,"2014-10-24","117","2015-12-01"
"055183","HERITAGE GARDENS HEALTH CARE CENTER","25271 BARTON ROAD","LOMA LINDA","CA","92354","2015-06-23","Fine","2500",,,"2015-12-01"
"055189","GREENFIELD CARE CENTER OF FAIRFIELD","1260 TRAVIS BLVD","FAIRFIELD","CA","94533","2014-01-17","Fine","14000",,,"2015-12-01"
"055189","GREENFIELD CARE CENTER OF FAIRFIELD","1260 TRAVIS BLVD","FAIRFIELD","CA","94533","2014-01-17","Payment Denial",,"2014-03-20","8","2015-12-01"
"055189","GREENFIELD CARE CENTER OF FAIRFIELD","1260 TRAVIS BLVD","FAIRFIELD","CA","94533","2013-07-19","Fine","7000",,,"2015-12-01"
"055255","CORONA CARE CONVALESCENT","1400 E. CIRCLE CITY DRIVE","CORONA","CA","92879","2015-05-14","Fine","5000",,,"2015-12-01"
"055255","CORONA CARE CONVALESCENT","1400 E. CIRCLE CITY DRIVE","CORONA","CA","92879","2015-05-14","Fine","5000",,,"2015-12-01"
"055299","LINDA VALLEY CARE CENTER","25383 COLE STREET","LOMA LINDA","CA","92354","2013-08-19","Fine","3250",,,"2015-12-01"
"055299","LINDA VALLEY CARE CENTER","25383 COLE STREET","LOMA LINDA","CA","92354","2013-08-19","Fine","3250",,,"2015-12-01"
"055305","SHERWOOD HEALTHCARE CENTER","4700 ELVAS AVE","SACRAMENTO","CA","95819","2014-02-04","Payment Denial",,"2014-05-04","92","2015-12-01"
"055308","WINDSOR ELK GROVE CARE AND REHABILITATION CENTER","9461 BATEY AVENUE","ELK GROVE","CA","95624","2013-10-24","Payment Denial",,"2014-01-31","48","2015-12-01"
"055310","RAFAEL CONVALESCENT HOSPITAL","234 N. SAN PEDRO RD","SAN RAFAEL","CA","94903","2014-02-21","Fine","1500",,,"2015-12-01"
"055322","POINT LOMA POST ACUTE CENTER","3202 DUKE STREET","SAN DIEGO","CA","92110","2013-11-19","Fine","23450",,,"2015-12-01"
"055328","UNIVERSITY CARE CENTER","5602 UNIVERSITY AVE","SAN DIEGO","CA","92105","2013-04-26","Fine","9978",,,"2015-12-01"
"055329","VILLA SERENA HEALTHCARE CENTER","723 E 9TH STREET","LONG BEACH","CA","90813","2013-01-06","Payment Denial",,"2013-02-12","8","2015-12-01"
"055330","ADVANCED REHAB CENTER OF TUSTIN","2210 E. FIRST STREET","SANTA ANA","CA","92705","2014-06-16","Fine","13260",,,"2015-12-01"
"055330","ADVANCED REHAB CENTER OF TUSTIN","2210 E. FIRST STREET","SANTA ANA","CA","92705","2014-06-16","Payment Denial",,"2014-07-17","20","2015-12-01"
"055330","ADVANCED REHAB CENTER OF TUSTIN","2210 E. FIRST STREET","SANTA ANA","CA","92705","2013-06-10","Fine","35783",,,"2015-12-01"
"055330","ADVANCED REHAB CENTER OF TUSTIN","2210 E. FIRST STREET","SANTA ANA","CA","92705","2013-06-10","Payment Denial",,"2013-07-10","70","2015-12-01"
"055330","ADVANCED REHAB CENTER OF TUSTIN","2210 E. FIRST STREET","SANTA ANA","CA","92705","2012-12-13","Fine","17225",,,"2015-12-01"
"055330","ADVANCED REHAB CENTER OF TUSTIN","2210 E. FIRST STREET","SANTA ANA","CA","92705","2012-12-13","Payment Denial",,"2013-01-13","22","2015-12-01"
"055334","PACIFIC REHABILITATION & WELLNESS CENTER, LP","2211 HARRISON AVENUE","EUREKA","CA","95501","2013-12-20","Fine","10800",,,"2015-12-01"
"055335","LA PALOMA HEALTHCARE CENTER","3232 THUNDER DRIVE","OCEANSIDE","CA","92056","2013-02-27","Fine","4875",,,"2015-12-01"
"055342","THOUSAND OAKS HEALTHCARE CENTER","93 W AVENIDA DE LOS ARBOLES","THOUSAND OAKS","CA","91360","2014-01-30","Fine","23350",,,"2015-12-01"
"055350","CULVER WEST HEALTH CENTER","4035 GRANDVIEW BLVD.","LOS ANGELES","CA","90066","2013-04-17","Fine","12500",,,"2015-12-01"
"055350","CULVER WEST HEALTH CENTER","4035 GRANDVIEW BLVD.","LOS ANGELES","CA","90066","2013-04-17","Payment Denial",,"2013-05-15","29","2015-12-01"
"055364","VISTA COVE CARE CENTER AT LONG BEACH","3401 CEDAR AVENUE","LONG BEACH","CA","90807","2014-08-07","Fine","24375",,,"2015-12-01"
"055402","WINDSOR EL CAMINO CARE CENTER","2540 CARMICHAEL WAY","CARMICHAEL","CA","95608","2014-02-07","Payment Denial",,"2014-05-07","77","2015-12-01"
"055408","BELLFLOWER CONVALESCENT HOSPITAL","9710 E. ARTESIA AVE","BELLFLOWER","CA","90706","2015-06-12","Payment Denial",,"2015-09-11","54","2015-12-01"
"055454","GOLDEN LIVINGCENTER-FOWLER","1306 EAST SUMNER AVENUE","FOWLER","CA","93625","2013-03-04","Fine","3250",,,"2015-12-01"
"055461","CALIFORNIA CONVALESCENT CENTER 1","909 S LAKE STREET","LOS ANGELES","CA","90006","2014-08-17","Payment Denial",,"2014-11-17","84","2015-12-01"
"055461","CALIFORNIA CONVALESCENT CENTER 1","909 S LAKE STREET","LOS ANGELES","CA","90006","2013-04-24","Fine","54400",,,"2015-12-01"
"055461","CALIFORNIA CONVALESCENT CENTER 1","909 S LAKE STREET","LOS ANGELES","CA","90006","2013-04-24","Payment Denial",,"2013-05-29","120","2015-12-01"
"055474","MAGNOLIA REHABILITATION  & NURSING  CENTER","8133 MAGNOLIA AVENUE","RIVERSIDE","CA","92504","2015-06-18","Payment Denial",,"2015-09-16","22","2015-12-01"
"055480","THE CALIFORNIAN-PASADENA","120 BELLEFONTAINE STREET","PASADENA","CA","91105","2014-01-30","Payment Denial",,"2014-04-30","37","2015-12-01"
"055494","CYPRESS HEALTHCARE CENTER","1633 CYPRESS LANE","PARADISE","CA","95969","2014-10-09","Payment Denial",,"2015-01-09","88","2015-12-01"
"055497","THE PINES AT PLACERVILLE HEALTHCARE CENTER","1040 MARSHALL WAY","PLACERVILLE","CA","95667","2013-04-29","Payment Denial",,"2013-06-21","4","2015-12-01"
"055499","ROCKY POINT CARE CENTER","625 16TH STREET","LAKEPORT","CA","95453","2013-06-21","Fine","21000",,,"2015-12-01"
"055500","VALLE VISTA CONVALESCENT HOSPITAL","1025 W. SECOND AVENUE","ESCONDIDO","CA","92025","2013-09-16","Fine","25800",,,"2015-12-01"
"055500","VALLE VISTA CONVALESCENT HOSPITAL","1025 W. SECOND AVENUE","ESCONDIDO","CA","92025","2013-09-16","Payment Denial",,"2013-11-01","5","2015-12-01"
