"Federal Provider Number","Provider Name","Provider Address","Provider City","Provider State","Provider Zip Code","Penalty Date","Penalty Type","Fine Amount","Payment Denial Start Date","Payment Denial Length in Days","Location","Processing Date"
"045214","HUDSON MEMORIAL NURSING HOME","700 N. COLLEGE AVENUE","EL DORADO","AR","71730","2018-06-12","Fine","11378",,,"700 N. COLLEGE AVENUE,EL DORADO,AR,71730","2020-11-01"
"045214","HUDSON MEMORIAL NURSING HOME","700 N. COLLEGE AVENUE","EL DORADO","AR","71730","2019-03-22","Fine","173745",,,"700 N. COLLEGE AVENUE,EL DORADO,AR,71730","2020-11-01"
"045214","HUDSON MEMORIAL NURSING HOME","700 N. COLLEGE AVENUE","EL DORADO","AR","71730","2019-10-09","Fine","12493",,,"700 N. COLLEGE AVENUE,EL DORADO,AR,71730","2020-11-01"
"045216","TWIN RIVERS HEALTH AND REHABILITATION","3021 TWIN RIVERS DRIVE","ARKADELPHIA","AR","71923","2018-02-08","Fine","29739",,,"3021 TWIN RIVERS DRIVE,ARKADELPHIA,AR,71923","2020-11-01"
"045219","CRESTPARK FORREST CITY, LLC","500 KITTLE RD","FORREST CITY","AR","72335","2018-07-20","Fine","6500",,,"500 KITTLE RD,FORREST CITY,AR,72335","2020-11-01"
"045219","CRESTPARK FORREST CITY, LLC","500 KITTLE RD","FORREST CITY","AR","72335","2018-07-20","Payment Denial",,"2018-08-14","5","500 KITTLE RD,FORREST CITY,AR,72335","2020-11-01"
"045220","FAYETTEVILLE HEALTH AND REHABILITATION CENTER","3100 OLD MISSOURI RD","FAYETTEVILLE","AR","72703","2019-06-28","Fine","69138",,,"3100 OLD MISSOURI RD,FAYETTEVILLE,AR,72703","2020-11-01"
"045220","FAYETTEVILLE HEALTH AND REHABILITATION CENTER","3100 OLD MISSOURI RD","FAYETTEVILLE","AR","72703","2019-06-28","Payment Denial",,"2019-07-30","17","3100 OLD MISSOURI RD,FAYETTEVILLE,AR,72703","2020-11-01"
"045227","PLEASANT MANOR NURSING & REHAB","950 HOMESTEAD","ASHDOWN","AR","71822","2019-10-30","Fine","16205",,,"950 HOMESTEAD,ASHDOWN,AR,71822","2020-11-01"
"045228","MAPLE HEALTHCARE","200 S MAPLE STREET","HAZEN","AR","72064","2018-02-01","Fine","10400",,,"200 S MAPLE STREET,HAZEN,AR,72064","2020-11-01"
"045232","THE WATERS OF STAMPS, LLC","826 NORTH STREET","STAMPS","AR","71860","2019-06-13","Fine","11278",,,"826 NORTH STREET,STAMPS,AR,71860","2020-11-01"
"045232","THE WATERS OF STAMPS, LLC","826 NORTH STREET","STAMPS","AR","71860","2019-06-13","Payment Denial",,"2019-07-10","20","826 NORTH STREET,STAMPS,AR,71860","2020-11-01"
"045242","BRIGHTON RIDGE","235 HUNTSVILLE ROAD","EUREKA SPRINGS","AR","72632","2017-11-22","Fine","9750",,,"235 HUNTSVILLE ROAD,EUREKA SPRINGS,AR,72632","2020-11-01"
"045242","BRIGHTON RIDGE","235 HUNTSVILLE ROAD","EUREKA SPRINGS","AR","72632","2018-12-06","Fine","27010",,,"235 HUNTSVILLE ROAD,EUREKA SPRINGS,AR,72632","2020-11-01"
"045243","THE PINES NURSING AND REHABILITATION CENTER","524 CARPENTER DAM ROAD","HOT SPRINGS","AR","71901","2019-01-11","Fine","11278",,,"524 CARPENTER DAM ROAD,HOT SPRINGS,AR,71901","2020-11-01"
"045243","THE PINES NURSING AND REHABILITATION CENTER","524 CARPENTER DAM ROAD","HOT SPRINGS","AR","71901","2019-09-27","Fine","11278",,,"524 CARPENTER DAM ROAD,HOT SPRINGS,AR,71901","2020-11-01"
"045250","GOOD SAMARITAN SOCIETY - MOUNTAIN HOME","300 GOOD SAMARITAN DRIVE","MOUNTAIN HOME","AR","72653","2018-07-27","Fine","6500",,,"300 GOOD SAMARITAN DRIVE,MOUNTAIN HOME,AR,72653","2020-11-01"
"045250","GOOD SAMARITAN SOCIETY - MOUNTAIN HOME","300 GOOD SAMARITAN DRIVE","MOUNTAIN HOME","AR","72653","2018-07-27","Payment Denial",,"2018-08-21","1","300 GOOD SAMARITAN DRIVE,MOUNTAIN HOME,AR,72653","2020-11-01"
"045254","VILLAGE SPRINGS HEALTH AND REHABILITATION","1208 NORTH HIGHWAY 7","HOT SPRINGS","AR","71909","2018-06-12","Fine","8125",,,"1208 NORTH HIGHWAY 7,HOT SPRINGS,AR,71909","2020-11-01"
"045259","THE WATERS OF WOODLAND HILLS, LLC","8701 RILEY DRIVE","LITTLE ROCK","AR","72205","2018-02-09","Fine","13000",,,"8701 RILEY DRIVE,LITTLE ROCK,AR,72205","2020-11-01"
"045259","THE WATERS OF WOODLAND HILLS, LLC","8701 RILEY DRIVE","LITTLE ROCK","AR","72205","2018-02-09","Payment Denial",,"2018-04-13","7","8701 RILEY DRIVE,LITTLE ROCK,AR,72205","2020-11-01"
"045259","THE WATERS OF WOODLAND HILLS, LLC","8701 RILEY DRIVE","LITTLE ROCK","AR","72205","2019-06-27","Fine","21635",,,"8701 RILEY DRIVE,LITTLE ROCK,AR,72205","2020-11-01"
"045267","LEGACY HEALTH AND REHABILITATION CENTER","3310 NORTH 50TH STREET","FORT SMITH","AR","72904","2018-04-13","Fine","68135",,,"3310 NORTH 50TH STREET,FORT SMITH,AR,72904","2020-11-01"
"045268","VAN BUREN HEALTHCARE AND REHABILITATION CENTER","1404 NORTH 28TH STREET","VAN BUREN","AR","72956","2018-02-16","Fine","13627",,,"1404 NORTH 28TH STREET,VAN BUREN,AR,72956","2020-11-01"
"045271","OAK RIDGE HEALTH AND REHABILITATION","501 HUDSON ST","EL DORADO","AR","71730","2017-12-15","Fine","27254",,,"501 HUDSON ST,EL DORADO,AR,71730","2020-11-01"
"045271","OAK RIDGE HEALTH AND REHABILITATION","501 HUDSON ST","EL DORADO","AR","71730","2017-12-15","Payment Denial",,"2018-01-18","8","501 HUDSON ST,EL DORADO,AR,71730","2020-11-01"
"045275","ADVANCED HEALTH AND REHAB OF UNION COUNTY","1700 EAST SHORT HILLSBORO","EL DORADO","AR","71730","2018-01-26","Fine","47269",,,"1700 EAST SHORT HILLSBORO,EL DORADO,AR,71730","2020-11-01"
"045275","ADVANCED HEALTH AND REHAB OF UNION COUNTY","1700 EAST SHORT HILLSBORO","EL DORADO","AR","71730","2018-04-23","Fine","106441",,,"1700 EAST SHORT HILLSBORO,EL DORADO,AR,71730","2020-11-01"
"045287","BEAR CREEK HEALTHCARE LLC","322 WEST COLLIN RAYE DRIVE","DE QUEEN","AR","71832","2018-02-16","Fine","22756",,,"322 WEST COLLIN RAYE DRIVE,DE QUEEN,AR,71832","2020-11-01"
"045287","BEAR CREEK HEALTHCARE LLC","322 WEST COLLIN RAYE DRIVE","DE QUEEN","AR","71832","2019-08-07","Fine","12604",,,"322 WEST COLLIN RAYE DRIVE,DE QUEEN,AR,71832","2020-11-01"
"045288","ALLAY HEALTH AND REHAB","3115 BOWMAN ROAD","LITTLE ROCK","AR","72211","2018-09-19","Fine","14719",,,"3115 BOWMAN ROAD,LITTLE ROCK,AR,72211","2020-11-01"
"045295","AUTUMN HILL","500 HAMMOND AVENUE","BERRYVILLE","AR","72616","2019-04-25","Fine","13898",,,"500 HAMMOND AVENUE,BERRYVILLE,AR,72616","2020-11-01"
"045303","CRESTPARK STUTTGART, LLC","707 WEST 20TH STREET","STUTTGART","AR","72160","2019-01-18","Fine","8704",,,"707 WEST 20TH STREET,STUTTGART,AR,72160","2020-11-01"
"045306","HILLCREST CARE AND REHAB","1421 WEST SECOND ST NORTH","PRESCOTT","AR","71857","2018-06-14","Fine","11635",,,"1421 WEST SECOND ST NORTH,PRESCOTT,AR,71857","2020-11-01"
"045306","HILLCREST CARE AND REHAB","1421 WEST SECOND ST NORTH","PRESCOTT","AR","71857","2018-06-14","Payment Denial",,"2018-07-07","20","1421 WEST SECOND ST NORTH,PRESCOTT,AR,71857","2020-11-01"
"045308","HERITAGE LIVING CENTER","1175 MORNINGSIDE DRIVE","CONWAY","AR","72034","2018-03-20","Fine","13811",,,"1175 MORNINGSIDE DRIVE,CONWAY,AR,72034","2020-11-01"
"045308","HERITAGE LIVING CENTER","1175 MORNINGSIDE DRIVE","CONWAY","AR","72034","2018-03-20","Payment Denial",,"2018-04-13","6","1175 MORNINGSIDE DRIVE,CONWAY,AR,72034","2020-11-01"
"045311","THE VILLAGES OF GENERAL BAPTIST HEALTH CARE  EAST","6811 SOUTH HAZEL STREET","PINE BLUFF","AR","71603","2018-06-01","Fine","167431",,,"6811 SOUTH HAZEL STREET,PINE BLUFF,AR,71603","2020-11-01"
"045311","THE VILLAGES OF GENERAL BAPTIST HEALTH CARE  EAST","6811 SOUTH HAZEL STREET","PINE BLUFF","AR","71603","2018-06-01","Payment Denial",,"2018-06-30","55","6811 SOUTH HAZEL STREET,PINE BLUFF,AR,71603","2020-11-01"
"045312","MONETTE MANOR LLC","669 HWY 139 NORTH","MONETTE","AR","72447","2019-10-18","Fine","57333",,,"669 HWY 139 NORTH,MONETTE,AR,72447","2020-11-01"
"045313","ST ANDREWS HEALTHCARE","3501 COLLEGE AVENUE","CONWAY","AR","72034","2019-04-13","Fine","11941",,,"3501 COLLEGE AVENUE,CONWAY,AR,72034","2020-11-01"
"045323","ST MICHAEL'S HEALTHCARE","1311 NORTH PECAN ST","NEWPORT","AR","72112","2018-09-26","Fine","10693",,,"1311 NORTH PECAN ST,NEWPORT,AR,72112","2020-11-01"
"045323","ST MICHAEL'S HEALTHCARE","1311 NORTH PECAN ST","NEWPORT","AR","72112","2019-04-04","Fine","12069",,,"1311 NORTH PECAN ST,NEWPORT,AR,72112","2020-11-01"
"045334","THE WATERS OF NEWPORT, LLC","326 LINDLEY LANE","NEWPORT","AR","72112","2018-08-22","Fine","6500",,,"326 LINDLEY LANE,NEWPORT,AR,72112","2020-11-01"
"045339","ATKINS NURSING AND REHABILITATION CENTER","605 NORTHWEST 7TH STREET","ATKINS","AR","72823","2018-10-12","Fine","6500",,,"605 NORTHWEST 7TH STREET,ATKINS,AR,72823","2020-11-01"
"045345","THE WATERS OF FORT SMITH, LLC","5301 WHEELER AVENUE","FORT SMITH","AR","72901","2019-01-23","Fine","10205",,,"5301 WHEELER AVENUE,FORT SMITH,AR,72901","2020-11-01"
"045348","LONGMEADOW NURSING CENTER - CAMDEN","365 ALPHA STREET","CAMDEN","AR","71701","2017-11-22","Fine","263208",,,"365 ALPHA STREET,CAMDEN,AR,71701","2020-11-01"
"045348","LONGMEADOW NURSING CENTER - CAMDEN","365 ALPHA STREET","CAMDEN","AR","71701","2017-11-22","Payment Denial",,"2018-01-27","26","365 ALPHA STREET,CAMDEN,AR,71701","2020-11-01"
"045348","LONGMEADOW NURSING CENTER - CAMDEN","365 ALPHA STREET","CAMDEN","AR","71701","2019-06-14","Payment Denial",,"2019-07-13","34","365 ALPHA STREET,CAMDEN,AR,71701","2020-11-01"
"045348","LONGMEADOW NURSING CENTER - CAMDEN","365 ALPHA STREET","CAMDEN","AR","71701","2019-10-14","Payment Denial",,"2019-11-07","36","365 ALPHA STREET,CAMDEN,AR,71701","2020-11-01"
"045354","FIANNA HILLS NURSING AND REHABILITATION CENTER","8411 SOUTH 28TH STREET","FORT SMITH","AR","72908","2018-03-23","Fine","11375",,,"8411 SOUTH 28TH STREET,FORT SMITH,AR,72908","2020-11-01"
"045354","FIANNA HILLS NURSING AND REHABILITATION CENTER","8411 SOUTH 28TH STREET","FORT SMITH","AR","72908","2018-03-23","Payment Denial",,"2018-04-19","25","8411 SOUTH 28TH STREET,FORT SMITH,AR,72908","2020-11-01"
"045354","FIANNA HILLS NURSING AND REHABILITATION CENTER","8411 SOUTH 28TH STREET","FORT SMITH","AR","72908","2019-09-24","Fine","11278",,,"8411 SOUTH 28TH STREET,FORT SMITH,AR,72908","2020-11-01"
"045357","SOMERSET SENIOR LIVING AT PREMIER","3600 RICHARDS ROAD","NORTH LITTLE ROCK","AR","72117","2018-07-18","Fine","6500",,,"3600 RICHARDS ROAD,NORTH LITTLE ROCK,AR,72117","2020-11-01"
"045359","THE WATERS OF CUMBERLAND, LLC","1516  CUMBERLAND ST","LITTLE ROCK","AR","72202","2018-11-27","Fine","9830",,,"1516  CUMBERLAND ST,LITTLE ROCK,AR,72202","2020-11-01"
"045359","THE WATERS OF CUMBERLAND, LLC","1516  CUMBERLAND ST","LITTLE ROCK","AR","72202","2019-09-10","Fine","7296",,,"1516  CUMBERLAND ST,LITTLE ROCK,AR,72202","2020-11-01"
"045363","COVINGTON COURT HEALTH AND REHABILITATION CENTER","4500 OLD GREENWOOD RD","FORT SMITH","AR","72903","2019-09-13","Fine","16810",,,"4500 OLD GREENWOOD RD,FORT SMITH,AR,72903","2020-11-01"
"045363","COVINGTON COURT HEALTH AND REHABILITATION CENTER","4500 OLD GREENWOOD RD","FORT SMITH","AR","72903","2019-09-13","Payment Denial",,"2019-10-11","21","4500 OLD GREENWOOD RD,FORT SMITH,AR,72903","2020-11-01"
"045371","WESTWOOD HEALTH AND REHAB, INC","802 S WEST END STREET","SPRINGDALE","AR","72764","2018-07-10","Fine","11053",,,"802 S WEST END STREET,SPRINGDALE,AR,72764","2020-11-01"
"045371","WESTWOOD HEALTH AND REHAB, INC","802 S WEST END STREET","SPRINGDALE","AR","72764","2018-11-09","Fine","17968",,,"802 S WEST END STREET,SPRINGDALE,AR,72764","2020-11-01"
"045374","ROBINSON NURSING AND REHABILITATION CENTER LLC","519 DONOVAN BRILEY BLVD.","NORTH LITTLE ROCK","AR","72118","2020-01-23","Fine","8164",,,"519 DONOVAN BRILEY BLVD.,NORTH LITTLE ROCK,AR,72118","2020-11-01"
"045374","ROBINSON NURSING AND REHABILITATION CENTER LLC","519 DONOVAN BRILEY BLVD.","NORTH LITTLE ROCK","AR","72118","2020-01-23","Payment Denial",,"2020-02-21","1","519 DONOVAN BRILEY BLVD.,NORTH LITTLE ROCK,AR,72118","2020-11-01"
"045377","THE GREEN HOUSE COTTAGES OF SOUTHERN HILLS","701 SOUTH MAIN STREET","RISON","AR","71665","2018-04-04","Fine","13627",,,"701 SOUTH MAIN STREET,RISON,AR,71665","2020-11-01"
"045378","WOODLAND HILLS HEALTHCARE AND REHABILITATION","1320 WEST BRADEN STREET","JACKSONVILLE","AR","72076","2018-12-06","Fine","13480",,,"1320 WEST BRADEN STREET,JACKSONVILLE,AR,72076","2020-11-01"
"045379","THE VILLAGES OF GENERAL BAPTIST HEALTH CARE WEST","6810 SOUTH HAZEL STREET","PINE BLUFF","AR","71603","2019-09-09","Fine","6633",,,"6810 SOUTH HAZEL STREET,PINE BLUFF,AR,71603","2020-11-01"
"045379","THE VILLAGES OF GENERAL BAPTIST HEALTH CARE WEST","6810 SOUTH HAZEL STREET","PINE BLUFF","AR","71603","2019-09-09","Payment Denial",,"2019-10-08","31","6810 SOUTH HAZEL STREET,PINE BLUFF,AR,71603","2020-11-01"
"045384","WOODBRIAR NURSING HOME","204 CATHERINE ST","HARRISBURG","AR","72432","2018-08-31","Fine","18268",,,"204 CATHERINE ST,HARRISBURG,AR,72432","2020-11-01"
"045385","THE WATERS OF NORTH LITTLE ROCK, LLC","2501 JOHN ASHLEY DRIVE","NORTH LITTLE ROCK","AR","72114","2018-12-06","Fine","55982",,,"2501 JOHN ASHLEY DRIVE,NORTH LITTLE ROCK,AR,72114","2020-11-01"
"045387","BRIARWOOD NURSING AND REHABILITATION CENTER,INC","516 SO RODNEY PARHAM RD","LITTLE ROCK","AR","72205","2018-05-24","Fine","23125",,,"516 SO RODNEY PARHAM RD,LITTLE ROCK,AR,72205","2020-11-01"
"045390","ENCORE HEALTHCARE AND REHABILITATION OF WEST LITTL","12111 HINSON RD","LITTLE ROCK","AR","72212","2020-01-03","Fine","6633",,,"12111 HINSON RD,LITTLE ROCK,AR,72212","2020-11-01"
"045391","THREE RIVERS HEALTHCARE AND REHABILITATION","33904 HIGHWAY 63 E","MARKED TREE","AR","72365","2017-11-15","Fine","13627",,,"33904 HIGHWAY 63 E,MARKED TREE,AR,72365","2020-11-01"
"045391","THREE RIVERS HEALTHCARE AND REHABILITATION","33904 HIGHWAY 63 E","MARKED TREE","AR","72365","2018-01-04","Fine","46956",,,"33904 HIGHWAY 63 E,MARKED TREE,AR,72365","2020-11-01"
"045391","THREE RIVERS HEALTHCARE AND REHABILITATION","33904 HIGHWAY 63 E","MARKED TREE","AR","72365","2018-05-02","Fine","7153",,,"33904 HIGHWAY 63 E,MARKED TREE,AR,72365","2020-11-01"
"045394","RECTOR NURSING AND REHAB","1023 HIGHWAY 119","RECTOR","AR","72461","2017-12-28","Fine","11050",,,"1023 HIGHWAY 119,RECTOR,AR,72461","2020-11-01"
"045409","PRAIRIE GROVE HEALTH AND REHABILITATION, LLC","621 SOUTH MOCK STREET","PRAIRIE GROVE","AR","72753","2018-07-20","Fine","13627",,,"621 SOUTH MOCK STREET,PRAIRIE GROVE,AR,72753","2020-11-01"
"045409","PRAIRIE GROVE HEALTH AND REHABILITATION, LLC","621 SOUTH MOCK STREET","PRAIRIE GROVE","AR","72753","2019-10-25","Fine","14193",,,"621 SOUTH MOCK STREET,PRAIRIE GROVE,AR,72753","2020-11-01"
"045413","METHODIST HEALTH AND REHAB","7425 EUPER LANE","FORT SMITH","AR","72903","2019-05-09","Fine","7296",,,"7425 EUPER LANE,FORT SMITH,AR,72903","2020-11-01"
"045413","METHODIST HEALTH AND REHAB","7425 EUPER LANE","FORT SMITH","AR","72903","2019-05-09","Fine","19338",,,"7425 EUPER LANE,FORT SMITH,AR,72903","2020-11-01"
"045413","METHODIST HEALTH AND REHAB","7425 EUPER LANE","FORT SMITH","AR","72903","2019-05-09","Payment Denial",,"2019-06-05","44","7425 EUPER LANE,FORT SMITH,AR,72903","2020-11-01"
"045416","TIMBERLANE HEALTH & REHABILITATION","2002 TIMBERWOOD ROAD","EL DORADO","AR","71730","2018-02-14","Fine","12005",,,"2002 TIMBERWOOD ROAD,EL DORADO,AR,71730","2020-11-01"
"045417","ARKANSAS VETERANS HOME AT FAYETTEVILLE","1179 NORTH COLLEGE AVENUE","FAYETTEVILLE","AR","72703","2018-02-14","Fine","13505",,,"1179 NORTH COLLEGE AVENUE,FAYETTEVILLE,AR,72703","2020-11-01"
"045430","CLA-CLIF NURSING AND REHAB CENTER, INC","1214 NORTH MAIN","BRINKLEY","AR","72021","2018-10-25","Fine","13627",,,"1214 NORTH MAIN,BRINKLEY,AR,72021","2020-11-01"
"045430","CLA-CLIF NURSING AND REHAB CENTER, INC","1214 NORTH MAIN","BRINKLEY","AR","72021","2018-10-25","Payment Denial",,"2018-11-23","28","1214 NORTH MAIN,BRINKLEY,AR,72021","2020-11-01"
"045431","THE VILLAGE AT VALLEY RANCH","6411 VALLEY RANCH DRIVE","LITTLE ROCK","AR","72223","2018-01-25","Fine","6767",,,"6411 VALLEY RANCH DRIVE,LITTLE ROCK,AR,72223","2020-11-01"
"045431","THE VILLAGE AT VALLEY RANCH","6411 VALLEY RANCH DRIVE","LITTLE ROCK","AR","72223","2018-01-25","Fine","54208",,,"6411 VALLEY RANCH DRIVE,LITTLE ROCK,AR,72223","2020-11-01"
"045431","THE VILLAGE AT VALLEY RANCH","6411 VALLEY RANCH DRIVE","LITTLE ROCK","AR","72223","2018-01-25","Payment Denial",,"2018-02-23","2","6411 VALLEY RANCH DRIVE,LITTLE ROCK,AR,72223","2020-11-01"
"045432","BARROW CREEK HEALTH AND REHAB","2600  BARROW ROAD","LITTLE ROCK","AR","72204","2018-05-03","Fine","13000",,,"2600  BARROW ROAD,LITTLE ROCK,AR,72204","2020-11-01"
"045432","BARROW CREEK HEALTH AND REHAB","2600  BARROW ROAD","LITTLE ROCK","AR","72204","2018-12-11","Fine","13000",,,"2600  BARROW ROAD,LITTLE ROCK,AR,72204","2020-11-01"
"045437","STONEGATE VILLA HEALTH AND REHABILITATION, LLC","118 JERRY SELBY DRIVE","CROSSETT","AR","71635","2018-09-14","Payment Denial",,"2018-10-12","2","118 JERRY SELBY DRIVE,CROSSETT,AR,71635","2020-11-01"
"045445","LAKE HAMILTON HEALTH AND REHAB","120 PITTMAN ROAD","HOT SPRINGS","AR","71913","2018-06-06","Fine","10000",,,"120 PITTMAN ROAD,HOT SPRINGS,AR,71913","2020-11-01"
"045446","THE WATERS OF WEST DIXON, LLC","2821 W DIXON RD","LITTLE ROCK","AR","72206","2018-02-05","Fine","11050",,,"2821 W DIXON RD,LITTLE ROCK,AR,72206","2020-11-01"
"045457","EVERGREEN LIVING CENTER AT STAGECOACH","6907 HIGHWAY 5 NORTH","BRYANT","AR","72022","2018-01-11","Fine","5103",,,"6907 HIGHWAY 5 NORTH,BRYANT,AR,72022","2020-11-01"
"045459","HAPPY VALLEY NURSING & REHABILITATION","955 DIVISION STREET","MALVERN","AR","72104","2018-04-13","Fine","140240",,,"955 DIVISION STREET,MALVERN,AR,72104","2020-11-01"
"045459","HAPPY VALLEY NURSING & REHABILITATION","955 DIVISION STREET","MALVERN","AR","72104","2018-04-13","Payment Denial",,"2018-05-12","49","955 DIVISION STREET,MALVERN,AR,72104","2020-11-01"
"045459","HAPPY VALLEY NURSING & REHABILITATION","955 DIVISION STREET","MALVERN","AR","72104","2019-09-27","Payment Denial",,"2019-12-27","14","955 DIVISION STREET,MALVERN,AR,72104","2020-11-01"
"045462","ARKANSAS STATE VETERANS HOME AT NORTH LITTLE ROCK","2401 JOHN ASHLEY DRIVE","NORTH LITTLE ROCK","AR","72114","2019-01-17","Fine","63060",,,"2401 JOHN ASHLEY DRIVE,NORTH LITTLE ROCK,AR,72114","2020-11-01"
"045462","ARKANSAS STATE VETERANS HOME AT NORTH LITTLE ROCK","2401 JOHN ASHLEY DRIVE","NORTH LITTLE ROCK","AR","72114","2019-11-06","Fine","6633",,,"2401 JOHN ASHLEY DRIVE,NORTH LITTLE ROCK,AR,72114","2020-11-01"
"045463","BELVEDERE NURSING AND REHABILITATION CENTER, LLC","2600 PARK AVE","HOT SPRINGS","AR","71901","2019-03-07","Fine","11278",,,"2600 PARK AVE,HOT SPRINGS,AR,71901","2020-11-01"
"045464","AMBERWOOD HEALTH AND REHABILITATION","6420 ALCOA ROAD","BENTON","AR","72015","2019-02-15","Fine","17911",,,"6420 ALCOA ROAD,BENTON,AR,72015","2020-11-01"
"055036","MAPLE HEALTHCARE CENTER","2625 MAPLE AVE.","LOS ANGELES","CA","90011","2018-12-31","Fine","7566",,,"2625 MAPLE AVE.,LOS ANGELES,CA,90011","2020-11-01"
"055060","COUNTRY VILLA WESTWOOD","12121 SANTA MONICA BOULEVARD","LOS ANGELES","CA","90025","2019-02-19","Fine","6633",,,"12121 SANTA MONICA BOULEVARD,LOS ANGELES,CA,90025","2020-11-01"
"055072","ROSECRANS CARE CENTER","1140 WEST ROSECRANS AVENUE","GARDENA","CA","90247","2018-01-17","Fine","8000",,,"1140 WEST ROSECRANS AVENUE,GARDENA,CA,90247","2020-11-01"
"055072","ROSECRANS CARE CENTER","1140 WEST ROSECRANS AVENUE","GARDENA","CA","90247","2018-08-27","Fine","10130",,,"1140 WEST ROSECRANS AVENUE,GARDENA,CA,90247","2020-11-01"
"055077","COUNTRY VILLA BELMONT HEIGHTS","1730 GRAND AVE","LONG BEACH","CA","90804","2017-11-21","Fine","13000",,,"1730 GRAND AVE,LONG BEACH,CA,90804","2020-11-01"
"055085","MORAGA POST ACUTE","348 RHEEM BOULEVARD","MORAGA","CA","94556","2018-02-28","Fine","8125",,,"348 RHEEM BOULEVARD,MORAGA,CA,94556","2020-11-01"
"055093","SOUTH MARIN HEALTH & WELLNESS CENTER","1220 SOUTH ELISEO DRIVE","GREENBRAE","CA","94904","2019-05-28","Fine","8957",,,"1220 SOUTH ELISEO DRIVE,GREENBRAE,CA,94904","2020-11-01"
"055109","DRIFTWOOD HEALTHCARE CENTER - SANTA CRUZ","675 24TH AVENUE","SANTA CRUZ","CA","95062","2018-01-10","Fine","13500",,,"675 24TH AVENUE,SANTA CRUZ,CA,95062","2020-11-01"
"055115","HOLLENBECK PALMS","573 S. BOYLE AVE.","LOS ANGELES","CA","90033","2019-04-08","Fine","42500",,,"573 S. BOYLE AVE.,LOS ANGELES,CA,90033","2020-11-01"
"055123","BEACHSIDE POST ACUTE","3294 SANTA FE AVENUE","LONG BEACH","CA","90810","2018-01-29","Fine","32825",,,"3294 SANTA FE AVENUE,LONG BEACH,CA,90810","2020-11-01"
"055141","RAMONA NURSING & REHABILITATION CENTER","11900 RAMONA BOULEVARD","EL MONTE","CA","91732","2017-12-14","Fine","13105",,,"11900 RAMONA BOULEVARD,EL MONTE,CA,91732","2020-11-01"
"055153","MONTEBELLO CARE CENTER","1035 W BEVERLY BLVD","MONTEBELLO","CA","90640","2017-11-18","Fine","28587",,,"1035 W BEVERLY BLVD,MONTEBELLO,CA,90640","2020-11-01"
"055153","MONTEBELLO CARE CENTER","1035 W BEVERLY BLVD","MONTEBELLO","CA","90640","2017-11-18","Payment Denial",,"2018-02-18","64","1035 W BEVERLY BLVD,MONTEBELLO,CA,90640","2020-11-01"
"055156","ST PAULS TOWERS","100 BAY PLACE","OAKLAND","CA","94610","2019-06-05","Fine","17114",,,"100 BAY PLACE,OAKLAND,CA,94610","2020-11-01"
"055161","GARDEN CREST REHABILITATION CENTER","909 LUCILE AVE.","LOS ANGELES","CA","90026","2018-12-06","Fine","6633",,,"909 LUCILE AVE.,LOS ANGELES,CA,90026","2020-11-01"
"055163","MONTECITO HEIGHTS HEALTHCARE & WELLNESS CENTRE, LP","4585 N. FIGUEROA ST.","LOS ANGELES","CA","90065","2019-12-20","Fine","6633",,,"4585 N. FIGUEROA ST.,LOS ANGELES,CA,90065","2020-11-01"
"055168","SOCAL POST-ACUTE CARE","7931 S. SORENSON AVE.","WHITTIER","CA","90606","2018-02-28","Fine","6500",,,"7931 S. SORENSON AVE.,WHITTIER,CA,90606","2020-11-01"
"055187","GARDEN VIEW POST- ACUTE REHABILITATION","14475 GARDEN VIEW LANE","BALDWIN PARK","CA","91706","2018-05-15","Fine","10000",,,"14475 GARDEN VIEW LANE,BALDWIN PARK,CA,91706","2020-11-01"
"055187","GARDEN VIEW POST- ACUTE REHABILITATION","14475 GARDEN VIEW LANE","BALDWIN PARK","CA","91706","2018-09-04","Fine","12500",,,"14475 GARDEN VIEW LANE,BALDWIN PARK,CA,91706","2020-11-01"
"055187","GARDEN VIEW POST- ACUTE REHABILITATION","14475 GARDEN VIEW LANE","BALDWIN PARK","CA","91706","2019-03-08","Fine","12760",,,"14475 GARDEN VIEW LANE,BALDWIN PARK,CA,91706","2020-11-01"
"055210","THE TERRACES AT LOS ALTOS HEALTH FACILITY","373 PINE LANE","LOS ALTOS","CA","94022","2019-08-07","Fine","8294",,,"373 PINE LANE,LOS ALTOS,CA,94022","2020-11-01"
"055211","IDYLWOOD CARE CENTER","1002 W. FREMONT AVENUE","SUNNYVALE","CA","94087","2018-10-05","Fine","8775",,,"1002 W. FREMONT AVENUE,SUNNYVALE,CA,94087","2020-11-01"
"055239","EAST BAY POST-ACUTE","20259 LAKE CHABOT ROAD","CASTRO VALLEY","CA","94546","2019-12-11","Fine","12760",,,"20259 LAKE CHABOT ROAD,CASTRO VALLEY,CA,94546","2020-11-01"
"055247","COUNTRY OAKS CARE CENTER","215 W PEARL ST","POMONA","CA","91768","2018-03-29","Fine","8500",,,"215 W PEARL ST,POMONA,CA,91768","2020-11-01"
"055268","SONOMA POST ACUTE","678 2ND STREET WEST","SONOMA","CA","95476","2019-07-26","Fine","13064",,,"678 2ND STREET WEST,SONOMA,CA,95476","2020-11-01"
